0.475, 0
0.47283, 0.021911
0.46636, 0.043345
0.45567, 0.063831
0.44093, 0.082915
0.42234, 0.10017
0.40017, 0.11518
0.37475, 0.1276
0.34644, 0.13709
0.31564, 0.14338
0.2828, 0.14625
0.24838, 0.14553
0.21287, 0.14111
0.17676, 0.13295
0.14056, 0.12106
0.10477, 0.10551
0.069886, 0.086449
0.036367, 0.064062
0.0046619, 0.038605
-0.024818, 0.01038
-0.0517, -0.020261
-0.075656, -0.052927
-0.096409, -0.087188
-0.11374, -0.12259
-0.12747, -0.15864
-0.1375, -0.19486
-0.14379, -0.23073
-0.14635, -0.26576
-0.14525, -0.29945
-0.14065, -0.33133
-0.13273, -0.36093
-0.12174, -0.38785
-0.10798, -0.41168
-0.091796, -0.4321
-0.073576, -0.44879
-0.053735, -0.46153
-0.032717, -0.47013
-0.010986, -0.47446
0.010986, -0.47446
0.032717, -0.47013
0.053735, -0.46153
0.073576, -0.44879
0.091796, -0.4321
0.10798, -0.41168
0.12174, -0.38785
0.13273, -0.36093
0.14065, -0.33133
0.14525, -0.29945
0.14635, -0.26576
0.14379, -0.23073
0.1375, -0.19486
0.12747, -0.15864
0.11374, -0.12259
0.096409, -0.087188
0.075656, -0.052927
0.0517, -0.020261
0.024818, 0.01038
-0.0046619, 0.038605
-0.036367, 0.064062
-0.069886, 0.086449
-0.10477, 0.10551
-0.14056, 0.12106
-0.17676, 0.13295
-0.21287, 0.14111
-0.24838, 0.14553
-0.2828, 0.14625
-0.31564, 0.14338
-0.34644, 0.13709
-0.37475, 0.1276
-0.40017, 0.11518
-0.42234, 0.10017
-0.44093, 0.082915
-0.45567, 0.063831
-0.46636, 0.043345
-0.47283, 0.021911
-0.475, 6.4294e-17
-0.47283, -0.021911
-0.46636, -0.043345
-0.45567, -0.063831
-0.44093, -0.082915
-0.42234, -0.10017
-0.40017, -0.11518
-0.37475, -0.1276
-0.34644, -0.13709
-0.31564, -0.14338
-0.2828, -0.14625
-0.24838, -0.14553
-0.21287, -0.14111
-0.17676, -0.13295
-0.14056, -0.12106
-0.10477, -0.10551
-0.069886, -0.086449
-0.036367, -0.064062
-0.0046619, -0.038605
0.024818, -0.01038
0.0517, 0.020261
0.075656, 0.052927
0.096409, 0.087188
0.11374, 0.12259
0.12747, 0.15864
0.1375, 0.19486
0.14379, 0.23073
0.14635, 0.26576
0.14525, 0.29945
0.14065, 0.33133
0.13273, 0.36093
0.12174, 0.38785
0.10798, 0.41168
0.091796, 0.4321
0.073576, 0.44879
0.053735, 0.46153
0.032717, 0.47013
0.010986, 0.47446
-0.010986, 0.47446
-0.032717, 0.47013
-0.053735, 0.46153
-0.073576, 0.44879
-0.091796, 0.4321
-0.10798, 0.41168
-0.12174, 0.38785
-0.13273, 0.36093
-0.14065, 0.33133
-0.14525, 0.29945
-0.14635, 0.26576
-0.14379, 0.23073
-0.1375, 0.19486
-0.12747, 0.15864
-0.11374, 0.12259
-0.096409, 0.087188
-0.075656, 0.052927
-0.0517, 0.020261
-0.024818, -0.01038
0.0046619, -0.038605
0.036367, -0.064062
0.069886, -0.086449
0.10477, -0.10551
0.14056, -0.12106
0.17676, -0.13295
0.21287, -0.14111
0.24838, -0.14553
0.2828, -0.14625
0.31564, -0.14338
0.34644, -0.13709
0.37475, -0.1276
0.40017, -0.11518
0.42234, -0.10017
0.44093, -0.082915
0.45567, -0.063831
0.46636, -0.043345
0.47283, -0.021911
0.475, -9.4545e-15
0.47283, 0.021911
0.46636, 0.043345
0.45567, 0.063831
0.44093, 0.082915
0.42234, 0.10017
0.40017, 0.11518
0.37475, 0.1276
0.34644, 0.13709
0.31564, 0.14338
0.2828, 0.14625
0.24838, 0.14553
0.21287, 0.14111
0.17676, 0.13295
0.14056, 0.12106
0.10477, 0.10551
0.069886, 0.086449
0.036367, 0.064062
0.0046619, 0.038605
-0.024818, 0.01038
-0.0517, -0.020261
-0.075656, -0.052927
-0.096409, -0.087188
-0.11374, -0.12259
-0.12747, -0.15864
-0.1375, -0.19486
-0.14379, -0.23073
-0.14635, -0.26576
-0.14525, -0.29945
-0.14065, -0.33133
-0.13273, -0.36093
-0.12174, -0.38785
-0.10798, -0.41168
-0.091796, -0.4321
-0.073576, -0.44879
-0.053735, -0.46153
-0.032717, -0.47013
-0.010986, -0.47446
0.010986, -0.47446
0.032717, -0.47013
0.053735, -0.46153
0.073576, -0.44879
0.091796, -0.4321
0.10798, -0.41168
0.12174, -0.38785
0.13273, -0.36093
0.14065, -0.33133
0.14525, -0.29945
0.14635, -0.26576
0.14379, -0.23073
0.1375, -0.19486
0.12747, -0.15864
0.11374, -0.12259
0.096409, -0.087188
0.075656, -0.052927
0.0517, -0.020261
0.024818, 0.01038
-0.0046619, 0.038605
-0.036367, 0.064062
-0.069886, 0.086449
-0.10477, 0.10551
-0.14056, 0.12106
-0.17676, 0.13295
-0.21287, 0.14111
-0.24838, 0.14553
-0.2828, 0.14625
-0.31564, 0.14338
-0.34644, 0.13709
-0.37475, 0.1276
-0.40017, 0.11518
-0.42234, 0.10017
-0.44093, 0.082915
-0.45567, 0.063831
-0.46636, 0.043345
-0.47283, 0.021911
-0.475, 1.8845e-14
-0.47283, -0.021911
-0.46636, -0.043345
-0.45567, -0.063831
-0.44093, -0.082915
-0.42234, -0.10017
-0.40017, -0.11518
-0.37475, -0.1276
-0.34644, -0.13709
-0.31564, -0.14338
-0.2828, -0.14625
-0.24838, -0.14553
-0.21287, -0.14111
-0.17676, -0.13295
-0.14056, -0.12106
-0.10477, -0.10551
-0.069886, -0.086449
-0.036367, -0.064062
-0.0046619, -0.038605
0.024818, -0.01038
0.0517, 0.020261
0.075656, 0.052927
0.096409, 0.087188
0.11374, 0.12259
0.12747, 0.15864
0.1375, 0.19486
0.14379, 0.23073
0.14635, 0.26576
0.14525, 0.29945
0.14065, 0.33133
0.13273, 0.36093
0.12174, 0.38785
0.10798, 0.41168
0.091796, 0.4321
0.073576, 0.44879
0.053735, 0.46153
0.032717, 0.47013
0.010986, 0.47446
-0.010986, 0.47446
-0.032717, 0.47013
-0.053735, 0.46153
-0.073576, 0.44879
-0.091796, 0.4321
-0.10798, 0.41168
-0.12174, 0.38785
-0.13273, 0.36093
-0.14065, 0.33133
-0.14525, 0.29945
-0.14635, 0.26576
-0.14379, 0.23073
-0.1375, 0.19486
-0.12747, 0.15864
-0.11374, 0.12259
-0.096409, 0.087188
-0.075656, 0.052927
-0.0517, 0.020261
-0.024818, -0.01038
0.0046619, -0.038605
0.036367, -0.064062
0.069886, -0.086449
0.10477, -0.10551
0.14056, -0.12106
0.17676, -0.13295
0.21287, -0.14111
0.24838, -0.14553
0.2828, -0.14625
0.31564, -0.14338
0.34644, -0.13709
0.37475, -0.1276
0.40017, -0.11518
0.42234, -0.10017
0.44093, -0.082915
0.45567, -0.063831
0.46636, -0.043345
0.47283, -0.021911
0.475, -2.7746e-14
0.47283, 0.021911
0.46636, 0.043345
0.45567, 0.063831
0.44093, 0.082915
0.42234, 0.10017
0.40017, 0.11518
0.37475, 0.1276
0.34644, 0.13709
0.31564, 0.14338
0.2828, 0.14625
0.24838, 0.14553
0.21287, 0.14111
0.17676, 0.13295
0.14056, 0.12106
0.10477, 0.10551
0.069886, 0.086449
0.036367, 0.064062
0.0046619, 0.038605
-0.024818, 0.01038
-0.0517, -0.020261
-0.075656, -0.052927
-0.096409, -0.087188
-0.11374, -0.12259
-0.12747, -0.15864
-0.1375, -0.19486
-0.14379, -0.23073
-0.14635, -0.26576
-0.14525, -0.29945
-0.14065, -0.33133
-0.13273, -0.36093
-0.12174, -0.38785
-0.10798, -0.41168
-0.091796, -0.4321
-0.073576, -0.44879
-0.053735, -0.46153
-0.032717, -0.47013
-0.010986, -0.47446
0.010986, -0.47446
0.032717, -0.47013
0.053735, -0.46153
0.073576, -0.44879
0.091796, -0.4321
0.10798, -0.41168
0.12174, -0.38785
0.13273, -0.36093
0.14065, -0.33133
0.14525, -0.29945
0.14635, -0.26576
0.14379, -0.23073
0.1375, -0.19486
0.12747, -0.15864
0.11374, -0.12259
0.096409, -0.087188
0.075656, -0.052927
0.0517, -0.020261
0.024818, 0.01038
-0.0046619, 0.038605
-0.036367, 0.064062
-0.069886, 0.086449
-0.10477, 0.10551
-0.14056, 0.12106
-0.17676, 0.13295
-0.21287, 0.14111
-0.24838, 0.14553
-0.2828, 0.14625
-0.31564, 0.14338
-0.34644, 0.13709
-0.37475, 0.1276
-0.40017, 0.11518
-0.42234, 0.10017
-0.44093, 0.082915
-0.45567, 0.063831
-0.46636, 0.043345
-0.47283, 0.021911
-0.475, 3.7136e-14
-0.47283, -0.021911
-0.46636, -0.043345
-0.45567, -0.063831
-0.44093, -0.082915
-0.42234, -0.10017
-0.40017, -0.11518
-0.37475, -0.1276
-0.34644, -0.13709
-0.31564, -0.14338
-0.2828, -0.14625
-0.24838, -0.14553
-0.21287, -0.14111
-0.17676, -0.13295
-0.14056, -0.12106
-0.10477, -0.10551
-0.069886, -0.086449
-0.036367, -0.064062
-0.0046619, -0.038605
0.024818, -0.01038
0.0517, 0.020261
0.075656, 0.052927
0.096409, 0.087188
0.11374, 0.12259
0.12747, 0.15864
0.1375, 0.19486
0.14379, 0.23073
0.14635, 0.26576
0.14525, 0.29945
0.14065, 0.33133
0.13273, 0.36093
0.12174, 0.38785
0.10798, 0.41168
0.091796, 0.4321
0.073576, 0.44879
0.053735, 0.46153
0.032717, 0.47013
0.010986, 0.47446
-0.010986, 0.47446
-0.032717, 0.47013
-0.053735, 0.46153
-0.073576, 0.44879
-0.091796, 0.4321
-0.10798, 0.41168
-0.12174, 0.38785
-0.13273, 0.36093
-0.14065, 0.33133
-0.14525, 0.29945
-0.14635, 0.26576
-0.14379, 0.23073
-0.1375, 0.19486
-0.12747, 0.15864
-0.11374, 0.12259
-0.096409, 0.087188
-0.075656, 0.052927
-0.0517, 0.020261
-0.024818, -0.01038
0.0046619, -0.038605
0.036367, -0.064062
0.069886, -0.086449
0.10477, -0.10551
0.14056, -0.12106
0.17676, -0.13295
0.21287, -0.14111
0.24838, -0.14553
0.2828, -0.14625
0.31564, -0.14338
0.34644, -0.13709
0.37475, -0.1276
0.40017, -0.11518
0.42234, -0.10017
0.44093, -0.082915
0.45567, -0.063831
0.46636, -0.043345
0.47283, -0.021911
0.475, -4.6127e-14
0.47283, 0.021911
0.46636, 0.043345
0.45567, 0.063831
0.44093, 0.082915
0.42234, 0.10017
0.40017, 0.11518
0.37475, 0.1276
0.34644, 0.13709
0.31564, 0.14338
0.2828, 0.14625
0.24838, 0.14553
0.21287, 0.14111
0.17676, 0.13295
0.14056, 0.12106
0.10477, 0.10551
0.069886, 0.086449
0.036367, 0.064062
0.0046619, 0.038605
-0.024818, 0.01038
-0.0517, -0.020261
-0.075656, -0.052927
-0.096409, -0.087188
-0.11374, -0.12259
-0.12747, -0.15864
-0.1375, -0.19486
-0.14379, -0.23073
-0.14635, -0.26576
-0.14525, -0.29945
-0.14065, -0.33133
-0.13273, -0.36093
-0.12174, -0.38785
-0.10798, -0.41168
-0.091796, -0.4321
-0.073576, -0.44879
-0.053735, -0.46153
-0.032717, -0.47013
-0.010986, -0.47446
0.010986, -0.47446
0.032717, -0.47013
0.053735, -0.46153
0.073576, -0.44879
0.091796, -0.4321
0.10798, -0.41168
0.12174, -0.38785
0.13273, -0.36093
0.14065, -0.33133
0.14525, -0.29945
0.14635, -0.26576
0.14379, -0.23073